section	family_id	status	sample	official_rc	selfhost_rc	family_key	official_first_error	selfhost_first_error	official_first_diff	selfhost_first_diff	cxx_anchor	root_hypothesis
MISS	MISS-033	READY	src/tests/04_expressions/01_literals/a01/test_a01_23.cj	1	0	error: cannot convert a floating-point literal to type 'Int32'	error: cannot convert a floating-point literal to type 'Int32'	<no diagnostic>	error: cannot convert a floating-point literal to type 'Int32'	<no diagnostic>	src/Sema/TypeCheckExpr/LitConstExpr.cpp:220	selfhost likely misses or mis-guards C++ check `error: cannot convert a floating-point literal to type 'Int32'` emitted from `src/Sema/TypeCheckExpr/LitConstExpr.cpp:220`
MISS	MISS-034	READY	src/tests/04_expressions/01_literals/a01/test_a01_24.cj	1	0	error: cannot convert a floating-point literal to type 'Int64'	error: cannot convert a floating-point literal to type 'Int64'	<no diagnostic>	error: cannot convert a floating-point literal to type 'Int64'	<no diagnostic>	src/Sema/TypeCheckExpr/LitConstExpr.cpp:220	selfhost likely misses or mis-guards C++ check `error: cannot convert a floating-point literal to type 'Int64'` emitted from `src/Sema/TypeCheckExpr/LitConstExpr.cpp:220`
MISS	MISS-040	READY	src/tests/04_expressions/02_variable_names_and_function_names/a03/test_a03_03.cj	1	0	error: undeclared type name '<ID>'	error: undeclared type name 'T'	<no diagnostic>	error: undeclared type name 'T'	<no diagnostic>	src/Sema/TypeCheckType.cpp:241	selfhost likely misses or mis-guards C++ check `error: undeclared type name '<ID>'` emitted from `src/Sema/TypeCheckType.cpp:241`
MISS	MISS-010	READY	src/tests/04_expressions/02_variable_names_and_function_names/a05/test_a05_13.cj	1	0	chir_cannot_assign_initialized_let_variable	error: cannot assign to value which is an initialized 'let' constant	warning: unused variable:'x'	error: cannot assign to value which is an initialized 'let' constant	warning: unused variable:'x'	src/CHIR/Checker/VarInitCheck.cpp:438	selfhost likely misses or mis-guards C++ check `chir_cannot_assign_initialized_let_variable` emitted from `src/CHIR/Checker/VarInitCheck.cpp:438`
MISS	MISS-010	READY	src/tests/04_expressions/02_variable_names_and_function_names/a05/test_a05_14.cj	1	0	chir_cannot_assign_initialized_let_variable	error: cannot assign to value which is an initialized 'let' constant	warning: unused variable:'x'	error: cannot assign to value which is an initialized 'let' constant	warning: unused variable:'x'	src/CHIR/Checker/VarInitCheck.cpp:438	selfhost likely misses or mis-guards C++ check `chir_cannot_assign_initialized_let_variable` emitted from `src/CHIR/Checker/VarInitCheck.cpp:438`
MISS	MISS-010	READY	src/tests/04_expressions/02_variable_names_and_function_names/a05/test_a05_15.cj	1	0	chir_cannot_assign_initialized_let_variable	error: cannot assign to value which is an initialized 'let' constant	warning: unused variable:'x'	error: cannot assign to value which is an initialized 'let' constant	warning: unused variable:'x'	src/CHIR/Checker/VarInitCheck.cpp:438	selfhost likely misses or mis-guards C++ check `chir_cannot_assign_initialized_let_variable` emitted from `src/CHIR/Checker/VarInitCheck.cpp:438`
MISS	MISS-010	READY	src/tests/04_expressions/02_variable_names_and_function_names/a05/test_a05_18.cj	1	0	chir_cannot_assign_initialized_let_variable	error: cannot assign to value which is an initialized 'let' constant	<no diagnostic>	error: cannot assign to value which is an initialized 'let' constant	<no diagnostic>	src/CHIR/Checker/VarInitCheck.cpp:438	selfhost likely misses or mis-guards C++ check `chir_cannot_assign_initialized_let_variable` emitted from `src/CHIR/Checker/VarInitCheck.cpp:438`
MISS	MISS-008	READY	src/tests/04_expressions/02_variable_names_and_function_names/a11/test_a11_01.cj	1	0	sema_mismatched_types	error: mismatched types	warning: unused variable:'plus'	error: mismatched types	warning: unused variable:'plus'	src/Sema/TypeCheckBuiltinExpr.cpp:337	selfhost likely misses or mis-guards C++ check `sema_mismatched_types` emitted from `src/Sema/TypeCheckBuiltinExpr.cpp:337`
MISS	MISS-023	READY	src/tests/05_function/01_function_definition/01_function_modifiers/03_modifier_of_member_functions/a02/test_a02_06.cj	1	0	error: 'redef' cannot be used to modify an instance 'function'	error: 'redef' cannot be used to modify an instance 'function'	<no diagnostic>	error: 'redef' cannot be used to modify an instance 'function'	<no diagnostic>	src/Sema/TypeCheckDecl.cpp:75	selfhost likely misses or mis-guards C++ check `error: 'redef' cannot be used to modify an instance 'function'` emitted from `src/Sema/TypeCheckDecl.cpp:75`
MISS	MISS-023	READY	src/tests/05_function/01_function_definition/01_function_modifiers/03_modifier_of_member_functions/a03/test_a03_09.cj	1	0	error: 'redef' cannot be used to modify an instance 'function'	error: 'redef' cannot be used to modify an instance 'function'	warning: unused function:'f'	error: 'redef' cannot be used to modify an instance 'function'	warning: unused function:'f'	src/Sema/TypeCheckDecl.cpp:75	selfhost likely misses or mis-guards C++ check `error: 'redef' cannot be used to modify an instance 'function'` emitted from `src/Sema/TypeCheckDecl.cpp:75`
MISS	MISS-019	READY	src/tests/05_function/01_function_definition/02_parameters/01_named_parameters/a06/test_a06_03.cj	1	0	sema_param_named_mismatched	error: parameter name mismatched	<no diagnostic>	error: parameter name mismatched	<no diagnostic>	src/Sema/InheritanceChecker/StructInheritanceChecker.cpp:101	selfhost likely misses or mis-guards C++ check `sema_param_named_mismatched` emitted from `src/Sema/InheritanceChecker/StructInheritanceChecker.cpp:101`
MISS	MISS-019	READY	src/tests/05_function/01_function_definition/02_parameters/01_named_parameters/a06/test_a06_05.cj	1	0	sema_param_named_mismatched	error: parameter name mismatched	<no diagnostic>	error: parameter name mismatched	<no diagnostic>	src/Sema/InheritanceChecker/StructInheritanceChecker.cpp:101	selfhost likely misses or mis-guards C++ check `sema_param_named_mismatched` emitted from `src/Sema/InheritanceChecker/StructInheritanceChecker.cpp:101`
MISS	MISS-019	READY	src/tests/05_function/01_function_definition/02_parameters/01_named_parameters/a07/test_a07_02.cj	1	0	sema_param_named_mismatched	error: parameter name mismatched	<no diagnostic>	error: parameter name mismatched	<no diagnostic>	src/Sema/InheritanceChecker/StructInheritanceChecker.cpp:101	selfhost likely misses or mis-guards C++ check `sema_param_named_mismatched` emitted from `src/Sema/InheritanceChecker/StructInheritanceChecker.cpp:101`
MISS	MISS-022	READY	src/tests/05_function/01_function_definition/02_parameters/02_default_values_of_parameters/a08/test_a08_04.cj	1	0	sema_undeclared_identifier	error: undeclared identifier 'myLet'	warning: unused variable:'myLet'	error: undeclared identifier 'myLet'	warning: unused variable:'myLet'	src/Sema/Plugin/PluginCustomAnnoChecker.cpp:705	selfhost likely misses or mis-guards C++ check `sema_undeclared_identifier` emitted from `src/Sema/Plugin/PluginCustomAnnoChecker.cpp:705`
MISS	MISS-005	READY	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a06/test_a06_02.cj	1	0	error: super class '<ID>' is not inheritable	error: super class 'JustAClass' is not inheritable	warning: unused variable:'x'	error: super class 'JustAClass' is not inheritable	warning: unused variable:'x'	src/Sema/TypeCheckClassLike.cpp:160	selfhost likely misses or mis-guards C++ check `error: super class '<ID>' is not inheritable` emitted from `src/Sema/TypeCheckClassLike.cpp:160`
MISS	MISS-005	READY	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a06/test_a06_03.cj	1	0	error: super class '<ID>' is not inheritable	error: super class 'GenericClass' is not inheritable	warning: unused variable:'x'	error: super class 'GenericClass' is not inheritable	warning: unused variable:'x'	src/Sema/TypeCheckClassLike.cpp:160	selfhost likely misses or mis-guards C++ check `error: super class '<ID>' is not inheritable` emitted from `src/Sema/TypeCheckClassLike.cpp:160`
MISS	MISS-005	READY	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a06/test_a06_05.cj	1	0	error: super class '<ID>' is not inheritable	error: super class 'TestA0605' is not inheritable	warning: unused variable:'x'	error: super class 'TestA0605' is not inheritable	warning: unused variable:'x'	src/Sema/TypeCheckClassLike.cpp:160	selfhost likely misses or mis-guards C++ check `error: super class '<ID>' is not inheritable` emitted from `src/Sema/TypeCheckClassLike.cpp:160`
MISS	MISS-005	READY	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a06/test_a06_06.cj	1	0	error: super class '<ID>' is not inheritable	error: super class 'DerivedClass' is not inheritable	warning: unused variable:'x'	error: super class 'DerivedClass' is not inheritable	warning: unused variable:'x'	src/Sema/TypeCheckClassLike.cpp:160	selfhost likely misses or mis-guards C++ check `error: super class '<ID>' is not inheritable` emitted from `src/Sema/TypeCheckClassLike.cpp:160`
MISS	MISS-005	READY	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a06/test_a06_07.cj	1	0	error: super class '<ID>' is not inheritable	error: super class 'DerivedGenericClass' is not inheritable	warning: unused variable:'x'	error: super class 'DerivedGenericClass' is not inheritable	warning: unused variable:'x'	src/Sema/TypeCheckClassLike.cpp:160	selfhost likely misses or mis-guards C++ check `error: super class '<ID>' is not inheritable` emitted from `src/Sema/TypeCheckClassLike.cpp:160`
MISS	MISS-005	READY	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a06/test_a06_08.cj	1	0	error: super class '<ID>' is not inheritable	error: super class 'DerivedPublicClass' is not inheritable	warning: unused variable:'x'	error: super class 'DerivedPublicClass' is not inheritable	warning: unused variable:'x'	src/Sema/TypeCheckClassLike.cpp:160	selfhost likely misses or mis-guards C++ check `error: super class '<ID>' is not inheritable` emitted from `src/Sema/TypeCheckClassLike.cpp:160`
MISS	MISS-005	READY	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a06/test_a06_09.cj	1	0	error: super class '<ID>' is not inheritable	error: super class 'DerivedGenericPublicClass' is not inheritable	warning: unused variable:'x'	error: super class 'DerivedGenericPublicClass' is not inheritable	warning: unused variable:'x'	src/Sema/TypeCheckClassLike.cpp:160	selfhost likely misses or mis-guards C++ check `error: super class '<ID>' is not inheritable` emitted from `src/Sema/TypeCheckClassLike.cpp:160`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_03.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_04.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_05.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_06.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_07.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_09.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_10.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_11.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_12.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_13.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_14.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_15.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_16.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_17.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_18.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_19.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_20.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_21.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_22.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_23.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_24.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
MISS	MISS-002	DISPATCHED	src/tests/06_class_and_interface/01_class/01_class_definition/01_class_modifiers/a09/test_a09_25.cj	1	0	sema_invalid_member_visibility_in_class | error: the visibility of an 'abstract' function must be 'public' or 'protected'	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	error: the visibility of an 'abstract' function must be 'public' or 'protected'	<no diagnostic>	src/Sema/DeclAttributeChecker.cpp:349	selfhost likely misses or mis-guards C++ check `sema_invalid_member_visibility_in_class` emitted from `src/Sema/DeclAttributeChecker.cpp:349`
